District,Year,Zn_%,Fe_%,Cu_%,Mn_%,B_%,S_%,Projected_Price_INR_per_Acre
Sirohi,2022,4.18,1.64,97.26,94.79,,84.67,1385759.2
Sirohi,2021,4.18,1.64,97.26,94.79,,84.67,1299149.25
Sirohi,2025,4.18,1.64,97.26,94.79,,84.67,1773703.2
Sirohi,2024,4.18,1.64,97.26,94.79,,84.67,1680350.4
Sirohi,2023,4.18,1.64,97.26,94.79,,84.67,1586997.6
Sirohi,2022,4.18,1.64,97.26,94.79,,84.67,1493644.8
Sirohi,2021,4.18,1.64,97.26,94.79,,84.67,1400292
Sirohi,2025,4.18,1.64,97.26,94.79,,84.67,1913325.65
Sirohi,2024,4.18,1.64,97.26,94.79,,84.67,1812624.3
Sirohi,2023,4.18,1.64,97.26,94.79,,84.67,1711922.95
Sirohi,2022,4.18,1.64,97.26,94.79,,84.67,1611221.6
Sirohi,2021,4.18,1.64,97.26,94.79,,84.67,1510520.25
Sirohi,2025,4.18,1.64,97.26,94.79,,84.67,1822273.85
Sirohi,2024,4.18,1.64,97.26,94.79,,84.67,1726364.7
Sirohi,2023,4.18,1.64,97.26,94.79,,84.67,1630455.55
Sirohi,2022,4.18,1.64,97.26,94.79,,84.67,1534546.4
Sirohi,2021,4.18,1.64,97.26,94.79,,84.67,1438637.25
Sirohi,2025,4.18,1.64,97.26,94.79,,84.67,2250781.8
Sirohi,2024,4.18,1.64,97.26,94.79,,84.67,2132319.6
Sirohi,2023,4.18,1.64,97.26,94.79,,84.67,2013857.4
Sirohi,2022,4.18,1.64,97.26,94.79,,84.67,1895395.2
Sirohi,2021,4.18,1.64,97.26,94.79,,84.67,1776933
Tonk,2025,66.03,56.71,97.95,93.99,,96.4,1745887.2
Tonk,2024,66.03,56.71,97.95,93.99,,96.4,1653998.4
Tonk,2023,66.03,56.71,97.95,93.99,,96.4,1562109.6
Tonk,2022,66.03,56.71,97.95,93.99,,96.4,1470220.8
Tonk,2021,66.03,56.71,97.95,93.99,,96.4,1378332
Tonk,2025,66.03,56.71,97.95,93.99,,96.4,1888868.85
Tonk,2024,66.03,56.71,97.95,93.99,,96.4,1789454.7
Tonk,2023,66.03,56.71,97.95,93.99,,96.4,1690040.55
Tonk,2022,66.03,56.71,97.95,93.99,,96.4,1590626.4
Tonk,2021,66.03,56.71,97.95,93.99,,96.4,1491212.25
Tonk,2025,66.03,56.71,97.95,93.99,,96.4,1850822.3
Tonk,2024,66.03,56.71,97.95,93.99,,96.4,1753410.6
Tonk,2023,66.03,56.71,97.95,93.99,,96.4,1655998.9
Tonk,2022,66.03,56.71,97.95,93.99,,96.4,1558587.2
Tonk,2021,66.03,56.71,97.95,93.99,,96.4,1461175.5
Tonk,2025,66.03,56.71,97.95,93.99,,96.4,2065563.15
Tonk,2024,66.03,56.71,97.95,93.99,,96.4,1956849.3
Tonk,2023,66.03,56.71,97.95,93.99,,96.4,1848135.45
Tonk,2022,66.03,56.71,97.95,93.99,,96.4,1739421.6
Tonk,2021,66.03,56.71,97.95,93.99,,96.4,1630707.75
Tonk,2025,66.03,56.71,97.95,93.99,,96.4,2129742.3
Tonk,2024,66.03,56.71,97.95,93.99,,96.4,2017650.6
Tonk,2023,66.03,56.71,97.95,93.99,,96.4,1905558.9
Tonk,2022,66.03,56.71,97.95,93.99,,96.4,1793467.2
Tonk,2021,66.03,56.71,97.95,93.99,,96.4,1681375.5
Udaipur,2025,61.23,78.35,98.44,99.11,0,89.49,1824104.5
Udaipur,2024,61.23,78.35,98.44,99.11,0,89.49,1728099
Udaipur,2023,61.23,78.35,98.44,99.11,0,89.49,1632093.5
Udaipur,2022,61.23,78.35,98.44,99.11,0,89.49,1536088
Udaipur,2021,61.23,78.35,98.44,99.11,0,89.49,1440082.5
Udaipur,2025,61.23,78.35,98.44,99.11,0,89.49,1851316.3
Udaipur,2024,61.23,78.35,98.44,99.11,0,89.49,1753878.6
Udaipur,2023,61.23,78.35,98.44,99.11,0,89.49,1656440.9
Udaipur,2022,61.23,78.35,98.44,99.11,0,89.49,1559003.2
Udaipur,2021,61.23,78.35,98.44,99.11,0,89.49,1461565.5
Udaipur,2025,61.23,78.35,98.44,99.11,0,89.49,2115193.05
Udaipur,2024,61.23,78.35,98.44,99.11,0,89.49,2003867.1
Udaipur,2023,61.23,78.35,98.44,99.11,0,89.49,1892541.15
Udaipur,2022,61.23,78.35,98.44,99.11,0,89.49,1781215.2
Udaipur,2021,61.23,78.35,98.44,99.11,0,89.49,1669889.25
Udaipur,2025,61.23,78.35,98.44,99.11,0,89.49,2055059.95
Udaipur,2024,61.23,78.35,98.44,99.11,0,89.49,1946898.9
Udaipur,2023,61.23,78.35,98.44,99.11,0,89.49,1838737.85
Udaipur,2022,61.23,78.35,98.44,99.11,0,89.49,1730576.8
Udaipur,2021,61.23,78.35,98.44,99.11,0,89.49,1622415.75
Udaipur,2025,61.23,78.35,98.44,99.11,0,89.49,2302643.25
Udaipur,2024,61.23,78.35,98.44,99.11,0,89.49,2181451.5
Udaipur,2023,61.23,78.35,98.44,99.11,0,89.49,2060259.75
Udaipur,2022,61.23,78.35,98.44,99.11,0,89.49,1939068
Udaipur,2021,61.23,78.35,98.44,99.11,0,89.49,1817876.25
Gangtok,2025,31.51,98.99,73.09,98.87,29.21,99.19,1906645.25
Gangtok,2024,31.51,98.99,73.09,98.87,29.21,99.19,1806295.5
Gangtok,2023,31.51,98.99,73.09,98.87,29.21,99.19,1705945.75
Gangtok,2022,31.51,98.99,73.09,98.87,29.21,99.19,1605596
Gangtok,2021,31.51,98.99,73.09,98.87,29.21,99.19,1505246.25
Gangtok,2025,31.51,98.99,73.09,98.87,29.21,99.19,1991115.45
Gangtok,2024,31.51,98.99,73.09,98.87,29.21,99.19,1886319.9
Gangtok,2023,31.51,98.99,73.09,98.87,29.21,99.19,1781524.35
Gangtok,2022,31.51,98.99,73.09,98.87,29.21,99.19,1676728.8
Gangtok,2021,31.51,98.99,73.09,98.87,29.21,99.19,1571933.25
Gangtok,2025,31.51,98.99,73.09,98.87,29.21,99.19,2254407.95
Gangtok,2024,31.51,98.99,73.09,98.87,29.21,99.19,2135754.9
Gangtok,2023,31.51,98.99,73.09,98.87,29.21,99.19,2017101.85
Gangtok,2022,31.51,98.99,73.09,98.87,29.21,99.19,1898448.8
Gangtok,2021,31.51,98.99,73.09,98.87,29.21,99.19,1779795.75
Gangtok,2025,31.51,98.99,73.09,98.87,29.21,99.19,2436213.25
Gangtok,2024,31.51,98.99,73.09,98.87,29.21,99.19,2307991.5
Gangtok,2023,31.51,98.99,73.09,98.87,29.21,99.19,2179769.75
Gangtok,2022,31.51,98.99,73.09,98.87,29.21,99.19,2051548
Gangtok,2021,31.51,98.99,73.09,98.87,29.21,99.19,1923326.25
Gangtok,2025,31.51,98.99,73.09,98.87,29.21,99.19,2366370.2
Gangtok,2024,31.51,98.99,73.09,98.87,29.21,99.19,2241824.4
Gangtok,2023,31.51,98.99,73.09,98.87,29.21,99.19,2117278.6
Gangtok,2022,31.51,98.99,73.09,98.87,29.21,99.19,1992732.8
Gangtok,2021,31.51,98.99,73.09,98.87,29.21,99.19,1868187
Gyalshing,2025,54.41,3.49,96.17,7.01,26.96,0.17,1974129.45
Gyalshing,2024,54.41,3.49,96.17,7.01,26.96,0.17,1870227.9
Gyalshing,2023,54.41,3.49,96.17,7.01,26.96,0.17,1766326.35
Gyalshing,2022,54.41,3.49,96.17,7.01,26.96,0.17,1662424.8
Gyalshing,2021,54.41,3.49,96.17,7.01,26.96,0.17,1558523.25
Gyalshing,2025,54.41,3.49,96.17,7.01,26.96,0.17,2147307.8
Gyalshing,2024,54.41,3.49,96.17,7.01,26.96,0.17,2034291.6
Gyalshing,2023,54.41,3.49,96.17,7.01,26.96,0.17,1921275.4
Gyalshing,2022,54.41,3.49,96.17,7.01,26.96,0.17,1808259.2
Gyalshing,2021,54.41,3.49,96.17,7.01,26.96,0.17,1695243
Gyalshing,2025,54.41,3.49,96.17,7.01,26.96,0.17,2257334.9
Gyalshing,2024,54.41,3.49,96.17,7.01,26.96,0.17,2138527.8
Gyalshing,2023,54.41,3.49,96.17,7.01,26.96,0.17,2019720.7
Gyalshing,2022,54.41,3.49,96.17,7.01,26.96,0.17,1900913.6
Gyalshing,2021,54.41,3.49,96.17,7.01,26.96,0.17,1782106.5
Gyalshing,2025,54.41,3.49,96.17,7.01,26.96,0.17,2324908.4
Gyalshing,2024,54.41,3.49,96.17,7.01,26.96,0.17,2202544.8
Gyalshing,2023,54.41,3.49,96.17,7.01,26.96,0.17,2080181.2
Gyalshing,2022,54.41,3.49,96.17,7.01,26.96,0.17,1957817.6
Gyalshing,2021,54.41,3.49,96.17,7.01,26.96,0.17,1835454
Gyalshing,2025,54.41,3.49,96.17,7.01,26.96,0.17,2413668.8
Gyalshing,2024,54.41,3.49,96.17,7.01,26.96,0.17,2286633.6
Gyalshing,2023,54.41,3.49,96.17,7.01,26.96,0.17,2159598.4
Gyalshing,2022,54.41,3.49,96.17,7.01,26.96,0.17,2032563.2
Gyalshing,2021,54.41,3.49,96.17,7.01,26.96,0.17,1905528
Mangan,2025,73.02,22.22,99.21,3.97,6.35,1.59,2102996
Mangan,2024,73.02,22.22,99.21,3.97,6.35,1.59,1992312
Mangan,2023,73.02,22.22,99.21,3.97,6.35,1.59,1881628
Mangan,2022,73.02,22.22,99.21,3.97,6.35,1.59,1770944
Mangan,2021,73.02,22.22,99.21,3.97,6.35,1.59,1660260
Mangan,2025,73.02,22.22,99.21,3.97,6.35,1.59,2235358.55
Mangan,2024,73.02,22.22,99.21,3.97,6.35,1.59,2117708.1
Mangan,2023,73.02,22.22,99.21,3.97,6.35,1.59,2000057.65
Mangan,2022,73.02,22.22,99.21,3.97,6.35,1.59,1882407.2
Mangan,2021,73.02,22.22,99.21,3.97,6.35,1.59,1764756.75
Mangan,2025,73.02,22.22,99.21,3.97,6.35,1.59,2278185.5
Mangan,2024,73.02,22.22,99.21,3.97,6.35,1.59,2158281
Mangan,2023,73.02,22.22,99.21,3.97,6.35,1.59,2038376.5
Mangan,2022,73.02,22.22,99.21,3.97,6.35,1.59,1918472
Mangan,2021,73.02,22.22,99.21,3.97,6.35,1.59,1798567.5
Mangan,2025,73.02,22.22,99.21,3.97,6.35,1.59,2547114.35
Mangan,2024,73.02,22.22,99.21,3.97,6.35,1.59,2413055.7
Mangan,2023,73.02,22.22,99.21,3.97,6.35,1.59,2278997.05
Mangan,2022,73.02,22.22,99.21,3.97,6.35,1.59,2144938.4
Mangan,2021,73.02,22.22,99.21,3.97,6.35,1.59,2010879.75
Mangan,2025,73.02,22.22,99.21,3.97,6.35,1.59,2720883.6
Mangan,2024,73.02,22.22,99.21,3.97,6.35,1.59,2577679.2
Mangan,2023,73.02,22.22,99.21,3.97,6.35,1.59,2434474.8
Mangan,2022,73.02,22.22,99.21,3.97,6.35,1.59,2291270.4
Mangan,2021,73.02,22.22,99.21,3.97,6.35,1.59,2148066
Namchi,2025,81.58,98.3,92.9,99.43,62.87,98.02,2192711.15
Namchi,2024,81.58,98.3,92.9,99.43,62.87,98.02,2077305.3
Namchi,2023,81.58,98.3,92.9,99.43,62.87,98.02,1961899.45
Namchi,2022,81.58,98.3,92.9,99.43,62.87,98.02,1846493.6
Namchi,2021,81.58,98.3,92.9,99.43,62.87,98.02,1731087.75
Namchi,2025,81.58,98.3,92.9,99.43,62.87,98.02,2262004.15
Namchi,2024,81.58,98.3,92.9,99.43,62.87,98.02,2142951.3
Namchi,2023,81.58,98.3,92.9,99.43,62.87,98.02,2023898.45
Namchi,2022,81.58,98.3,92.9,99.43,62.87,98.02,1904845.6
Namchi,2021,81.58,98.3,92.9,99.43,62.87,98.02,1785792.75
Namchi,2025,81.58,98.3,92.9,99.43,62.87,98.02,2481650.8
Namchi,2024,81.58,98.3,92.9,99.43,62.87,98.02,2351037.6
Namchi,2023,81.58,98.3,92.9,99.43,62.87,98.02,2220424.4
Namchi,2022,81.58,98.3,92.9,99.43,62.87,98.02,2089811.2
Namchi,2021,81.58,98.3,92.9,99.43,62.87,98.02,1959198
Namchi,2025,81.58,98.3,92.9,99.43,62.87,98.02,2657196.55
Namchi,2024,81.58,98.3,92.9,99.43,62.87,98.02,2517344.1
Namchi,2023,81.58,98.3,92.9,99.43,62.87,98.02,2377491.65
Namchi,2022,81.58,98.3,92.9,99.43,62.87,98.02,2237639.2
Namchi,2021,81.58,98.3,92.9,99.43,62.87,98.02,2097786.75
Namchi,2025,81.58,98.3,92.9,99.43,62.87,98.02,2570785.5
Namchi,2024,81.58,98.3,92.9,99.43,62.87,98.02,2435481
Namchi,2023,81.58,98.3,92.9,99.43,62.87,98.02,2300176.5
Namchi,2022,81.58,98.3,92.9,99.43,62.87,98.02,2164872
Namchi,2021,81.58,98.3,92.9,99.43,62.87,98.02,2029567.5
Ariyalur,2025,95.15,75.73,99.55,88.3,86.15,55.34,1447652.75
Ariyalur,2024,95.15,75.73,99.55,88.3,86.15,55.34,1371460.5
Ariyalur,2023,95.15,75.73,99.55,88.3,86.15,55.34,1295268.25
Ariyalur,2022,95.15,75.73,99.55,88.3,86.15,55.34,1219076
Ariyalur,2021,95.15,75.73,99.55,88.3,86.15,55.34,1142883.75
Ariyalur,2025,95.15,75.73,99.55,88.3,86.15,55.34,1564985.35
Ariyalur,2024,95.15,75.73,99.55,88.3,86.15,55.34,1482617.7
Ariyalur,2023,95.15,75.73,99.55,88.3,86.15,55.34,1400250.05
Ariyalur,2022,95.15,75.73,99.55,88.3,86.15,55.34,1317882.4
Ariyalur,2021,95.15,75.73,99.55,88.3,86.15,55.34,1235514.75
Ariyalur,2025,95.15,75.73,99.55,88.3,86.15,55.34,1609394.05
Ariyalur,2024,95.15,75.73,99.55,88.3,86.15,55.34,1524689.1
Ariyalur,2023,95.15,75.73,99.55,88.3,86.15,55.34,1439984.15
Ariyalur,2022,95.15,75.73,99.55,88.3,86.15,55.34,1355279.2
Ariyalur,2021,95.15,75.73,99.55,88.3,86.15,55.34,1270574.25
Ariyalur,2025,95.15,75.73,99.55,88.3,86.15,55.34,1665413.65
Ariyalur,2024,95.15,75.73,99.55,88.3,86.15,55.34,1577760.3
Ariyalur,2023,95.15,75.73,99.55,88.3,86.15,55.34,1490106.95
Ariyalur,2022,95.15,75.73,99.55,88.3,86.15,55.34,1402453.6
Ariyalur,2021,95.15,75.73,99.55,88.3,86.15,55.34,1314800.25
Ariyalur,2025,95.15,75.73,99.55,88.3,86.15,55.34,1814601.65
Ariyalur,2024,95.15,75.73,99.55,88.3,86.15,55.34,1719096.3
Ariyalur,2023,95.15,75.73,99.55,88.3,86.15,55.34,1623590.95
Ariyalur,2022,95.15,75.73,99.55,88.3,86.15,55.34,1528085.6
Ariyalur,2021,95.15,75.73,99.55,88.3,86.15,55.34,1432580.25
Coimbatore,2025,72.71,56.06,98.09,68.17,46.6,50.96,1514089.1
Coimbatore,2024,72.71,56.06,98.09,68.17,46.6,50.96,1434400.2
Coimbatore,2023,72.71,56.06,98.09,68.17,46.6,50.96,1354711.3
Coimbatore,2022,72.71,56.06,98.09,68.17,46.6,50.96,1275022.4
Coimbatore,2021,72.71,56.06,98.09,68.17,46.6,50.96,1195333.5
Coimbatore,2025,72.71,56.06,98.09,68.17,46.6,50.96,1597154.25
Coimbatore,2024,72.71,56.06,98.09,68.17,46.6,50.96,1513093.5
Coimbatore,2023,72.71,56.06,98.09,68.17,46.6,50.96,1429032.75
Coimbatore,2022,72.71,56.06,98.09,68.17,46.6,50.96,1344972
Coimbatore,2021,72.71,56.06,98.09,68.17,46.6,50.96,1260911.25
Coimbatore,2025,72.71,56.06,98.09,68.17,46.6,50.96,1794186.15
Coimbatore,2024,72.71,56.06,98.09,68.17,46.6,50.96,1699755.3
Coimbatore,2023,72.71,56.06,98.09,68.17,46.6,50.96,1605324.45
Coimbatore,2022,72.71,56.06,98.09,68.17,46.6,50.96,1510893.6
Coimbatore,2021,72.71,56.06,98.09,68.17,46.6,50.96,1416462.75
Coimbatore,2025,72.71,56.06,98.09,68.17,46.6,50.96,1785140.25
Coimbatore,2024,72.71,56.06,98.09,68.17,46.6,50.96,1691185.5
Coimbatore,2023,72.71,56.06,98.09,68.17,46.6,50.96,1597230.75
Coimbatore,2022,72.71,56.06,98.09,68.17,46.6,50.96,1503276
Coimbatore,2021,72.71,56.06,98.09,68.17,46.6,50.96,1409321.25
Coimbatore,2025,72.71,56.06,98.09,68.17,46.6,50.96,2067852.65
Coimbatore,2024,72.71,56.06,98.09,68.17,46.6,50.96,1959018.3
Coimbatore,2023,72.71,56.06,98.09,68.17,46.6,50.96,1850183.95
Coimbatore,2022,72.71,56.06,98.09,68.17,46.6,50.96,1741349.6
Coimbatore,2021,72.71,56.06,98.09,68.17,46.6,50.96,1632515.25
Cuddalore,2025,96.69,99.36,99.87,97.82,12.74,20.96,1648477.05
Cuddalore,2024,96.69,99.36,99.87,97.82,12.74,20.96,1561715.1
Cuddalore,2023,96.69,99.36,99.87,97.82,12.74,20.96,1474953.15
Cuddalore,2022,96.69,99.36,99.87,97.82,12.74,20.96,1388191.2
Cuddalore,2021,96.69,99.36,99.87,97.82,12.74,20.96,1301429.25
Cuddalore,2025,96.69,99.36,99.87,97.82,12.74,20.96,1779418.4
Cuddalore,2024,96.69,99.36,99.87,97.82,12.74,20.96,1685764.8
Cuddalore,2023,96.69,99.36,99.87,97.82,12.74,20.96,1592111.2
Cuddalore,2022,96.69,99.36,99.87,97.82,12.74,20.96,1498457.6
Cuddalore,2021,96.69,99.36,99.87,97.82,12.74,20.96,1404804
Cuddalore,2025,96.69,99.36,99.87,97.82,12.74,20.96,1747499.35
Cuddalore,2024,96.69,99.36,99.87,97.82,12.74,20.96,1655525.7
Cuddalore,2023,96.69,99.36,99.87,97.82,12.74,20.96,1563552.05
Cuddalore,2022,96.69,99.36,99.87,97.82,12.74,20.96,1471578.4
Cuddalore,2021,96.69,99.36,99.87,97.82,12.74,20.96,1379604.75
Cuddalore,2025,96.69,99.36,99.87,97.82,12.74,20.96,1865879.8
Cuddalore,2024,96.69,99.36,99.87,97.82,12.74,20.96,1767675.6
Cuddalore,2023,96.69,99.36,99.87,97.82,12.74,20.96,1669471.4
Cuddalore,2022,96.69,99.36,99.87,97.82,12.74,20.96,1571267.2
Cuddalore,2021,96.69,99.36,99.87,97.82,12.74,20.96,1473063
Cuddalore,2025,96.69,99.36,99.87,97.82,12.74,20.96,2098182.35
Cuddalore,2024,96.69,99.36,99.87,97.82,12.74,20.96,1987751.7
Cuddalore,2023,96.69,99.36,99.87,97.82,12.74,20.96,1877321.05
Cuddalore,2022,96.69,99.36,99.87,97.82,12.74,20.96,1766890.4
Cuddalore,2021,96.69,99.36,99.87,97.82,12.74,20.96,1656459.75
Dharmapuri,2025,88.13,13.49,94.89,90.48,45.38,50.26,1696415
Dharmapuri,2024,88.13,13.49,94.89,90.48,45.38,50.26,1607130
Dharmapuri,2023,88.13,13.49,94.89,90.48,45.38,50.26,1517845
Dharmapuri,2022,88.13,13.49,94.89,90.48,45.38,50.26,1428560
Dharmapuri,2021,88.13,13.49,94.89,90.48,45.38,50.26,1339275
Dharmapuri,2025,88.13,13.49,94.89,90.48,45.38,50.26,1801003.35
Dharmapuri,2024,88.13,13.49,94.89,90.48,45.38,50.26,1706213.7
Dharmapuri,2023,88.13,13.49,94.89,90.48,45.38,50.26,1611424.05
Dharmapuri,2022,88.13,13.49,94.89,90.48,45.38,50.26,1516634.4
Dharmapuri,2021,88.13,13.49,94.89,90.48,45.38,50.26,1421844.75
Dharmapuri,2025,88.13,13.49,94.89,90.48,45.38,50.26,1972245.6
Dharmapuri,2024,88.13,13.49,94.89,90.48,45.38,50.26,1868443.2
Dharmapuri,2023,88.13,13.49,94.89,90.48,45.38,50.26,1764640.8
Dharmapuri,2022,88.13,13.49,94.89,90.48,45.38,50.26,1660838.4
Dharmapuri,2021,88.13,13.49,94.89,90.48,45.38,50.26,1557036
Dharmapuri,2025,88.13,13.49,94.89,90.48,45.38,50.26,2170134.4
Dharmapuri,2024,88.13,13.49,94.89,90.48,45.38,50.26,2055916.8
Dharmapuri,2023,88.13,13.49,94.89,90.48,45.38,50.26,1941699.2
Dharmapuri,2022,88.13,13.49,94.89,90.48,45.38,50.26,1827481.6
Dharmapuri,2021,88.13,13.49,94.89,90.48,45.38,50.26,1713264
Dharmapuri,2025,88.13,13.49,94.89,90.48,45.38,50.26,2318242.25
Dharmapuri,2024,88.13,13.49,94.89,90.48,45.38,50.26,2196229.5
Dharmapuri,2023,88.13,13.49,94.89,90.48,45.38,50.26,2074216.75
Dharmapuri,2022,88.13,13.49,94.89,90.48,45.38,50.26,1952204
Dharmapuri,2021,88.13,13.49,94.89,90.48,45.38,50.26,1830191.25
Dindigul,2025,79.92,49.69,95.2,65.22,19,54.36,1797862.65
Dindigul,2024,79.92,49.69,95.2,65.22,19,54.36,1703238.3
Dindigul,2023,79.92,49.69,95.2,65.22,19,54.36,1608613.95
Dindigul,2022,79.92,49.69,95.2,65.22,19,54.36,1513989.6
Dindigul,2021,79.92,49.69,95.2,65.22,19,54.36,1419365.25
Dindigul,2025,79.92,49.69,95.2,65.22,19,54.36,1990514.1
Dindigul,2024,79.92,49.69,95.2,65.22,19,54.36,1885750.2
Dindigul,2023,79.92,49.69,95.2,65.22,19,54.36,1780986.3
Dindigul,2022,79.92,49.69,95.2,65.22,19,54.36,1676222.4
Dindigul,2021,79.92,49.69,95.2,65.22,19,54.36,1571458.5
Dindigul,2025,79.92,49.69,95.2,65.22,19,54.36,2144463.5
Dindigul,2024,79.92,49.69,95.2,65.22,19,54.36,2031597
Dindigul,2023,79.92,49.69,95.2,65.22,19,54.36,1918730.5
Dindigul,2022,79.92,49.69,95.2,65.22,19,54.36,1805864
Dindigul,2021,79.92,49.69,95.2,65.22,19,54.36,1692997.5
Dindigul,2025,79.92,49.69,95.2,65.22,19,54.36,2066646.15
Dindigul,2024,79.92,49.69,95.2,65.22,19,54.36,1957875.3
Dindigul,2023,79.92,49.69,95.2,65.22,19,54.36,1849104.45
Dindigul,2022,79.92,49.69,95.2,65.22,19,54.36,1740333.6
Dindigul,2021,79.92,49.69,95.2,65.22,19,54.36,1631562.75
Dindigul,2025,79.92,49.69,95.2,65.22,19,54.36,2311479.2
Dindigul,2024,79.92,49.69,95.2,65.22,19,54.36,2189822.4
Dindigul,2023,79.92,49.69,95.2,65.22,19,54.36,2068165.6
Dindigul,2022,79.92,49.69,95.2,65.22,19,54.36,1946508.8
Dindigul,2021,79.92,49.69,95.2,65.22,19,54.36,1824852
Erode,2025,74.77,45.71,97.72,55.37,18.08,17.35,1932937.45
Erode,2024,74.77,45.71,97.72,55.37,18.08,17.35,1831203.9
Erode,2023,74.77,45.71,97.72,55.37,18.08,17.35,1729470.35
Erode,2022,74.77,45.71,97.72,55.37,18.08,17.35,1627736.8
Erode,2021,74.77,45.71,97.72,55.37,18.08,17.35,1526003.25
Erode,2025,74.77,45.71,97.72,55.37,18.08,17.35,2007885.8
Erode,2024,74.77,45.71,97.72,55.37,18.08,17.35,1902207.6
Erode,2023,74.77,45.71,97.72,55.37,18.08,17.35,1796529.4
Erode,2022,74.77,45.71,97.72,55.37,18.08,17.35,1690851.2
Erode,2021,74.77,45.71,97.72,55.37,18.08,17.35,1585173
Erode,2025,74.77,45.71,97.72,55.37,18.08,17.35,2090212.8
Erode,2024,74.77,45.71,97.72,55.37,18.08,17.35,1980201.6
Erode,2023,74.77,45.71,97.72,55.37,18.08,17.35,1870190.4
Erode,2022,74.77,45.71,97.72,55.37,18.08,17.35,1760179.2
Erode,2021,74.77,45.71,97.72,55.37,18.08,17.35,1650168
Erode,2025,74.77,45.71,97.72,55.37,18.08,17.35,2134801.05
Erode,2024,74.77,45.71,97.72,55.37,18.08,17.35,2022443.1
Erode,2023,74.77,45.71,97.72,55.37,18.08,17.35,1910085.15
Erode,2022,74.77,45.71,97.72,55.37,18.08,17.35,1797727.2
Erode,2021,74.77,45.71,97.72,55.37,18.08,17.35,1685369.25
Erode,2025,74.77,45.71,97.72,55.37,18.08,17.35,2293902.3
Erode,2024,74.77,45.71,97.72,55.37,18.08,17.35,2173170.6
Erode,2023,74.77,45.71,97.72,55.37,18.08,17.35,2052438.9
Erode,2022,74.77,45.71,97.72,55.37,18.08,17.35,1931707.2
Erode,2021,74.77,45.71,97.72,55.37,18.08,17.35,1810975.5
Kanchipuram,2025,70.66,67.52,99.52,94.93,11.26,98.96,2000015.05
Kanchipuram,2024,70.66,67.52,99.52,94.93,11.26,98.96,1894751.1
Kanchipuram,2023,70.66,67.52,99.52,94.93,11.26,98.96,1789487.15
Kanchipuram,2022,70.66,67.52,99.52,94.93,11.26,98.96,1684223.2
Kanchipuram,2021,70.66,67.52,99.52,94.93,11.26,98.96,1578959.25
Kanchipuram,2025,70.66,67.52,99.52,94.93,11.26,98.96,2038106.25
Kanchipuram,2024,70.66,67.52,99.52,94.93,11.26,98.96,1930837.5
Kanchipuram,2023,70.66,67.52,99.52,94.93,11.26,98.96,1823568.75
Kanchipuram,2022,70.66,67.52,99.52,94.93,11.26,98.96,1716300
Kanchipuram,2021,70.66,67.52,99.52,94.93,11.26,98.96,1609031.25
Kanchipuram,2025,70.66,67.52,99.52,94.93,11.26,98.96,2189865.9
Kanchipuram,2024,70.66,67.52,99.52,94.93,11.26,98.96,2074609.8
Kanchipuram,2023,70.66,67.52,99.52,94.93,11.26,98.96,1959353.7
Kanchipuram,2022,70.66,67.52,99.52,94.93,11.26,98.96,1844097.6
Kanchipuram,2021,70.66,67.52,99.52,94.93,11.26,98.96,1728841.5
Kanchipuram,2025,70.66,67.52,99.52,94.93,11.26,98.96,2209872.9
Kanchipuram,2024,70.66,67.52,99.52,94.93,11.26,98.96,2093563.8
Kanchipuram,2023,70.66,67.52,99.52,94.93,11.26,98.96,1977254.7
Kanchipuram,2022,70.66,67.52,99.52,94.93,11.26,98.96,1860945.6
Kanchipuram,2021,70.66,67.52,99.52,94.93,11.26,98.96,1744636.5
Kanchipuram,2025,70.66,67.52,99.52,94.93,11.26,98.96,2600586.05
Kanchipuram,2024,70.66,67.52,99.52,94.93,11.26,98.96,2463713.1
Kanchipuram,2023,70.66,67.52,99.52,94.93,11.26,98.96,2326840.15
Kanchipuram,2022,70.66,67.52,99.52,94.93,11.26,98.96,2189967.2
Kanchipuram,2021,70.66,67.52,99.52,94.93,11.26,98.96,2053094.25
Kanniyakumari,2025,80.52,92.82,97.01,87.85,27.63,77.25,2090137.75
Kanniyakumari,2024,80.52,92.82,97.01,87.85,27.63,77.25,1980130.5
Kanniyakumari,2023,80.52,92.82,97.01,87.85,27.63,77.25,1870123.25
Kanniyakumari,2022,80.52,92.82,97.01,87.85,27.63,77.25,1760116
Kanniyakumari,2021,80.52,92.82,97.01,87.85,27.63,77.25,1650108.75
Kanniyakumari,2025,80.52,92.82,97.01,87.85,27.63,77.25,2226686
Kanniyakumari,2024,80.52,92.82,97.01,87.85,27.63,77.25,2109492
Kanniyakumari,2023,80.52,92.82,97.01,87.85,27.63,77.25,1992298
Kanniyakumari,2022,80.52,92.82,97.01,87.85,27.63,77.25,1875104
Kanniyakumari,2021,80.52,92.82,97.01,87.85,27.63,77.25,1757910
Kanniyakumari,2025,80.52,92.82,97.01,87.85,27.63,77.25,2326531.95
Kanniyakumari,2024,80.52,92.82,97.01,87.85,27.63,77.25,2204082.9
Kanniyakumari,2023,80.52,92.82,97.01,87.85,27.63,77.25,2081633.85
Kanniyakumari,2022,80.52,92.82,97.01,87.85,27.63,77.25,1959184.8
Kanniyakumari,2021,80.52,92.82,97.01,87.85,27.63,77.25,1836735.75
Kanniyakumari,2025,80.52,92.82,97.01,87.85,27.63,77.25,2570597.4
